cast_vote_record,precinct,ballot_style,governor_lt_governor,comptroller,attorney_general,u_s_senator,representative_in_congress_6
139318,008-001,008-001,REP,REP,REP,REP,REP
139320,008-001,008-001,LIB,REP,REP,REP,REP
139323,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139324,008-001,008-001,REP,REP,REP,REP,DEM
139326,008-001,008-001,DEM,REP,REP,REP,REP
139327,008-001,008-001,REP,REP,REP,REP,REP
139328,008-001,008-001,REP,REP,REP,REP,REP
139330,008-001,008-001,REP,REP,REP,REP,REP
139332,008-001,008-001,REP,REP,REP,REP,REP
139335,008-001,008-001,DEM,DEM,DEM,DEM,undervote
139337,008-001,008-001,REP,REP,REP,REP,REP
139340,008-001,008-001,REP,REP,REP,REP,REP
139341,008-001,008-001,REP,REP,REP,REP,REP
139342,008-001,008-001,REP,REP,REP,REP,REP
139343,008-001,008-001,REP,REP,REP,REP,REP
139344,008-001,008-001,REP,REP,REP,REP,REP
139348,008-001,008-001,REP,REP,REP,REP,REP
139349,008-001,008-001,REP,REP,REP,REP,REP
139351,008-001,008-001,REP,REP,REP,REP,REP
139354,008-001,008-001,REP,REP,REP,REP,REP
139355,008-001,008-001,REP,REP,REP,REP,REP
139357,008-001,008-001,write-in,REP,REP,REP,REP
139359,008-001,008-001,REP,REP,REP,REP,REP
139362,008-001,008-001,undervote,undervote,undervote,DEM,DEM
139364,008-001,008-001,REP,REP,REP,REP,REP
139366,008-001,008-001,REP,REP,REP,REP,REP
139367,008-001,008-001,REP,REP,REP,REP,REP
139369,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139370,008-001,008-001,REP,REP,REP,REP,REP
139371,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139373,008-001,008-001,WCP,DEM,REP,REP,REP
139375,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139376,008-001,008-001,LIB,REP,REP,DEM,DEM
139378,008-001,008-001,REP,REP,REP,REP,REP
139379,008-001,008-001,REP,REP,REP,REP,REP
139380,008-001,008-001,REP,REP,REP,REP,REP
139382,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139383,008-001,008-001,REP,REP,REP,REP,REP
139385,008-001,008-001,REP,REP,REP,REP,REP
139390,008-001,008-001,REP,REP,REP,REP,REP
139392,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139394,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139397,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139399,008-001,008-001,REP,REP,REP,REP,REP
139400,008-001,008-001,REP,REP,REP,REP,REP
139402,008-001,008-001,REP,REP,DEM,REP,DEM
139403,008-001,008-001,REP,REP,REP,REP,REP
139404,008-001,008-001,DEM,REP,REP,REP,DEM
139406,008-001,008-001,REP,REP,REP,REP,REP
139409,008-001,008-001,REP,REP,REP,REP,REP
139412,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139413,008-001,008-001,REP,REP,REP,REP,REP
139416,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139419,008-001,008-001,REP,DEM,REP,REP,DEM
139421,008-001,008-001,REP,REP,REP,REP,REP
139422,008-001,008-001,REP,REP,REP,REP,REP
139425,008-001,008-001,REP,REP,REP,REP,REP
139427,008-001,008-001,REP,REP,REP,REP,REP
139429,008-001,008-001,REP,REP,REP,REP,REP
139430,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139431,008-001,008-001,REP,REP,REP,REP,REP
139433,008-001,008-001,REP,REP,REP,REP,REP
139436,008-001,008-001,REP,REP,REP,REP,REP
139438,008-001,008-001,DEM,REP,DEM,DEM,DEM
139439,008-001,008-001,REP,REP,REP,REP,REP
139440,008-001,008-001,REP,REP,REP,REP,REP
139441,008-001,008-001,REP,REP,REP,REP,REP
139443,008-001,008-001,REP,REP,REP,REP,REP
139444,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139445,008-001,008-001,REP,REP,REP,REP,REP
139446,008-001,008-001,LIB,REP,DEM,DEM,DEM
139447,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139448,008-001,008-001,DEM,DEM,DEM,DEM,DEM
139452,011-001,011-001,REP,REP,REP,REP,REP
139455,011-001,011-001,write-in,REP,REP,REP,REP
139458,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139460,011-001,011-001,REP,REP,REP,REP,REP
139461,011-001,011-001,REP,REP,DEM,REP,REP
139464,011-001,011-001,REP,REP,REP,REP,DEM
139467,011-001,011-001,REP,REP,REP,REP,REP
139471,011-001,011-001,REP,REP,REP,REP,REP
139473,011-001,011-001,REP,REP,REP,REP,REP
139474,011-001,011-001,REP,REP,REP,REP,REP
139478,011-001,011-001,REP,REP,REP,REP,REP
139479,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139483,011-001,011-001,undervote,undervote,undervote,undervote,undervote
139484,011-001,011-001,REP,REP,REP,REP,REP
139486,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139489,011-001,011-001,REP,REP,REP,REP,REP
139491,011-001,011-001,REP,REP,REP,REP,REP
139495,011-001,011-001,REP,REP,REP,REP,REP
139497,011-001,011-001,REP,REP,REP,REP,REP
139499,011-001,011-001,REP,REP,REP,REP,REP
139501,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139504,011-001,011-001,REP,REP,REP,REP,REP
139506,011-001,011-001,REP,REP,REP,REP,REP
139509,011-001,011-001,REP,REP,REP,REP,REP
139511,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139516,011-001,011-001,REP,REP,REP,REP,REP
139517,011-001,011-001,REP,REP,REP,REP,REP
139519,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139521,011-001,011-001,REP,REP,REP,REP,REP
139524,011-001,011-001,REP,REP,REP,REP,REP
139527,011-001,011-001,REP,REP,REP,REP,REP
139530,011-001,011-001,REP,REP,REP,REP,REP
139533,011-001,011-001,REP,REP,REP,REP,REP
139534,011-001,011-001,REP,REP,REP,REP,REP
139536,011-001,011-001,REP,REP,REP,REP,REP
139537,011-001,011-001,REP,REP,REP,REP,REP
139538,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139539,011-001,011-001,REP,REP,REP,REP,REP
139540,011-001,011-001,REP,REP,REP,REP,REP
139541,011-001,011-001,REP,REP,REP,REP,REP
139542,011-001,011-001,REP,REP,REP,REP,REP
139551,011-001,011-001,REP,REP,REP,REP,REP
139552,011-001,011-001,WCP,REP,REP,REP,REP
139555,011-001,011-001,REP,REP,REP,REP,REP
139556,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139559,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139562,011-001,011-001,REP,REP,REP,REP,REP
139564,011-001,011-001,REP,REP,undervote,undervote,REP
139566,011-001,011-001,REP,REP,REP,REP,REP
139568,011-001,011-001,REP,REP,REP,REP,REP
139570,011-001,011-001,REP,REP,REP,REP,REP
139572,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139575,011-001,011-001,DEM,undervote,DEM,DEM,DEM
139577,011-001,011-001,undervote,REP,REP,REP,REP
139579,011-001,011-001,REP,REP,REP,REP,REP
139580,011-001,011-001,DEM,REP,REP,DEM,DEM
139583,011-001,011-001,REP,REP,REP,REP,REP
139585,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139587,011-001,011-001,REP,REP,REP,REP,REP
139588,011-001,011-001,REP,REP,REP,REP,REP
139590,011-001,011-001,REP,REP,REP,REP,REP
139592,011-001,011-001,REP,REP,REP,REP,REP
139594,011-001,011-001,REP,REP,REP,DEM,DEM
139597,011-001,011-001,REP,REP,REP,REP,REP
139599,011-001,011-001,REP,REP,REP,REP,REP
139600,011-001,011-001,REP,REP,REP,undervote,REP
139602,011-001,011-001,REP,REP,REP,REP,REP
139604,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139609,011-001,011-001,REP,REP,REP,REP,REP
139610,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139616,011-001,011-001,REP,REP,REP,REP,REP
139617,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139619,011-001,011-001,REP,REP,REP,REP,REP
139623,011-001,011-001,REP,REP,REP,REP,REP
139624,011-001,011-001,REP,REP,REP,REP,REP
139625,011-001,011-001,LIB,REP,REP,REP,REP
139628,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139630,011-001,011-001,REP,REP,REP,REP,REP
139632,011-001,011-001,REP,REP,REP,REP,REP
139634,011-001,011-001,REP,REP,REP,REP,REP
139636,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139637,011-001,011-001,REP,REP,REP,REP,REP
139639,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139642,011-001,011-001,REP,REP,REP,REP,REP
139645,011-001,011-001,REP,undervote,REP,REP,REP
139647,011-001,011-001,REP,REP,REP,REP,REP
139650,011-001,011-001,DEM,DEM,REP,REP,DEM
139652,011-001,011-001,REP,REP,REP,REP,REP
139654,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139655,011-001,011-001,REP,REP,REP,REP,REP
139657,011-001,011-001,REP,REP,REP,REP,REP
139659,011-001,011-001,LIB,REP,REP,DEM,REP
139662,011-001,011-001,REP,REP,REP,REP,REP
139666,011-001,011-001,REP,REP,REP,REP,REP
139667,011-001,011-001,REP,REP,REP,REP,REP
139668,011-001,011-001,REP,REP,REP,REP,REP
139669,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139671,011-001,011-001,REP,REP,REP,REP,REP
139672,011-001,011-001,REP,REP,REP,REP,REP
139674,011-001,011-001,DEM,REP,REP,REP,REP
139675,011-001,011-001,LIB,REP,REP,DEM,DEM
139678,011-001,011-001,REP,REP,REP,REP,REP
139679,011-001,011-001,REP,REP,REP,REP,REP
139681,011-001,011-001,REP,REP,REP,REP,REP
139682,011-001,011-001,REP,REP,REP,REP,REP
139684,011-001,011-001,REP,REP,REP,REP,REP
139685,011-001,011-001,REP,REP,REP,REP,REP
139687,011-001,011-001,DEM,REP,REP,DEM,DEM
139690,011-001,011-001,REP,REP,REP,REP,REP
139691,011-001,011-001,REP,REP,REP,REP,REP
139694,011-001,011-001,REP,REP,REP,REP,REP
139697,011-001,011-001,REP,REP,REP,REP,REP
139698,011-001,011-001,REP,REP,REP,REP,REP
139701,011-001,011-001,REP,REP,REP,REP,REP
139702,011-001,011-001,REP,REP,REP,REP,REP
139704,011-001,011-001,REP,REP,REP,REP,REP
139705,011-001,011-001,REP,REP,REP,REP,REP
139709,011-001,011-001,REP,REP,REP,REP,REP
139710,011-001,011-001,REP,REP,REP,REP,REP
139712,011-001,011-001,REP,REP,REP,REP,REP
139716,011-001,011-001,REP,REP,REP,REP,REP
139717,011-001,011-001,REP,REP,REP,REP,REP
139720,011-001,011-001,REP,REP,REP,REP,REP
139722,011-001,011-001,REP,REP,REP,REP,REP
139724,011-001,011-001,REP,REP,REP,REP,REP
139726,011-001,011-001,REP,REP,REP,REP,REP
139730,011-001,011-001,REP,REP,REP,REP,REP
139732,011-001,011-001,REP,REP,REP,REP,REP
139733,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139735,011-001,011-001,REP,REP,REP,REP,undervote
139737,011-001,011-001,DEM,DEM,DEM,undervote,undervote
139739,011-001,011-001,REP,REP,REP,REP,REP
139740,011-001,011-001,REP,REP,REP,REP,DEM
139742,011-001,011-001,REP,REP,REP,REP,REP
139743,011-001,011-001,WCP,undervote,REP,DEM,REP
139744,011-001,011-001,REP,undervote,undervote,DEM,REP
139745,011-001,011-001,REP,REP,DEM,REP,REP
139746,011-001,011-001,REP,REP,REP,REP,REP
139749,011-001,011-001,REP,REP,REP,REP,REP
139750,011-001,011-001,REP,REP,REP,REP,REP
139752,011-001,011-001,REP,DEM,DEM,REP,REP
139755,011-001,011-001,REP,REP,REP,REP,REP
139756,011-001,011-001,REP,REP,REP,REP,REP
139757,011-001,011-001,REP,REP,REP,REP,REP
139758,011-001,011-001,LIB,DEM,DEM,DEM,DEM
139761,011-001,011-001,REP,REP,REP,REP,REP
139763,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139765,011-001,011-001,REP,REP,REP,REP,REP
139766,011-001,011-001,REP,REP,REP,REP,REP
139771,011-001,011-001,REP,REP,REP,REP,REP
139773,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139778,011-001,011-001,REP,REP,REP,REP,REP
139781,011-001,011-001,REP,REP,REP,REP,DEM
139783,011-001,011-001,REP,REP,REP,REP,REP
139787,011-001,011-001,REP,REP,REP,REP,REP
139790,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139792,011-001,011-001,REP,REP,REP,REP,REP
139794,011-001,011-001,REP,REP,REP,REP,REP
139795,011-001,011-001,REP,REP,REP,REP,REP
139797,011-001,011-001,REP,REP,REP,REP,REP
139801,011-001,011-001,REP,REP,REP,REP,REP
139802,011-001,011-001,REP,REP,REP,REP,REP
139805,011-001,011-001,REP,REP,REP,REP,REP
139807,011-001,011-001,REP,REP,REP,REP,REP
139808,011-001,011-001,REP,REP,undervote,DEM,REP
139809,011-001,011-001,REP,REP,REP,REP,REP
139812,011-001,011-001,REP,REP,REP,REP,REP
139813,011-001,011-001,REP,REP,REP,REP,REP
139814,011-001,011-001,DEM,REP,REP,REP,REP
139815,011-001,011-001,REP,REP,REP,REP,REP
139816,011-001,011-001,REP,REP,REP,REP,REP
139817,011-001,011-001,REP,REP,REP,REP,REP
139820,011-001,011-001,REP,REP,REP,REP,REP
139822,011-001,011-001,REP,REP,REP,REP,REP
139825,011-001,011-001,REP,REP,REP,REP,REP
139827,011-001,011-001,REP,REP,REP,REP,REP
139828,011-001,011-001,REP,REP,REP,REP,REP
139835,011-001,011-001,DEM,REP,REP,DEM,DEM
139836,011-001,011-001,DEM,undervote,undervote,DEM,DEM
139839,011-001,011-001,REP,REP,REP,REP,REP
139841,011-001,011-001,REP,REP,REP,REP,REP
139842,011-001,011-001,REP,REP,REP,REP,REP
139843,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139845,011-001,011-001,REP,REP,REP,REP,REP
139847,011-001,011-001,DEM,REP,DEM,DEM,DEM
139852,011-001,011-001,REP,REP,REP,REP,REP
139856,011-001,011-001,REP,REP,REP,REP,REP
139857,011-001,011-001,REP,REP,REP,REP,REP
139858,011-001,011-001,REP,REP,REP,REP,REP
139859,011-001,011-001,LIB,REP,DEM,REP,REP
139863,011-001,011-001,REP,REP,REP,REP,REP
139864,011-001,011-001,DEM,REP,DEM,REP,REP
139865,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139867,011-001,011-001,REP,REP,REP,REP,REP
139868,011-001,011-001,REP,REP,REP,REP,REP
139871,011-001,011-001,DEM,undervote,undervote,REP,DEM
139872,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139873,011-001,011-001,REP,REP,REP,REP,REP
139875,011-001,011-001,REP,REP,REP,REP,REP
139880,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139882,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139883,011-001,011-001,REP,REP,REP,REP,REP
139884,011-001,011-001,REP,REP,REP,REP,REP
139885,011-001,011-001,REP,undervote,undervote,REP,REP
139887,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139889,011-001,011-001,REP,REP,REP,REP,REP
139890,011-001,011-001,REP,REP,REP,REP,REP
139895,011-001,011-001,REP,REP,REP,REP,REP
139898,011-001,011-001,REP,REP,REP,REP,REP
139899,011-001,011-001,DEM,REP,DEM,DEM,DEM
139902,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139905,011-001,011-001,REP,REP,REP,REP,REP
139906,011-001,011-001,REP,REP,REP,REP,REP
139907,011-001,011-001,REP,REP,REP,REP,REP
139908,011-001,011-001,REP,REP,REP,REP,REP
139909,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139913,011-001,011-001,REP,REP,REP,REP,REP
139916,011-001,011-001,REP,REP,REP,REP,REP
139918,011-001,011-001,REP,REP,REP,REP,REP
139921,011-001,011-001,REP,REP,REP,REP,REP
139923,011-001,011-001,REP,REP,REP,REP,REP
139924,011-001,011-001,REP,REP,REP,REP,REP
139926,011-001,011-001,REP,REP,REP,REP,REP
139928,011-001,011-001,REP,REP,REP,REP,REP
139929,011-001,011-001,REP,REP,REP,REP,REP
139931,011-001,011-001,REP,REP,REP,REP,REP
139932,011-001,011-001,REP,REP,REP,REP,undervote
139933,011-001,011-001,DEM,DEM,DEM,DEM,REP
139934,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139936,011-001,011-001,REP,REP,REP,REP,REP
139937,011-001,011-001,REP,REP,REP,REP,REP
139938,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139940,011-001,011-001,REP,REP,REP,REP,REP
139942,011-001,011-001,REP,REP,REP,REP,REP
139943,011-001,011-001,REP,REP,REP,REP,REP
139944,011-001,011-001,REP,REP,REP,REP,REP
139945,011-001,011-001,REP,REP,REP,REP,REP
139946,011-001,011-001,REP,REP,REP,REP,REP
139949,011-001,011-001,REP,REP,REP,REP,REP
139951,011-001,011-001,REP,REP,REP,REP,REP
139952,011-001,011-001,DEM,DEM,REP,DEM,DEM
139954,011-001,011-001,REP,REP,REP,REP,REP
139956,011-001,011-001,DEM,REP,REP,REP,DEM
139962,011-001,011-001,REP,REP,REP,REP,REP
139967,011-001,011-001,REP,REP,REP,REP,REP
139969,011-001,011-001,REP,REP,REP,REP,REP
139971,011-001,011-001,REP,REP,REP,REP,REP
139973,011-001,011-001,REP,REP,REP,REP,REP
139976,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139979,011-001,011-001,REP,REP,REP,REP,REP
139980,011-001,011-001,REP,REP,REP,REP,REP
139982,011-001,011-001,REP,REP,REP,REP,undervote
139983,011-001,011-001,REP,undervote,undervote,REP,REP
139984,011-001,011-001,REP,REP,REP,REP,REP
139987,011-001,011-001,DEM,DEM,DEM,DEM,DEM
139988,011-001,011-001,REP,REP,REP,REP,REP
139990,011-001,011-001,REP,REP,REP,REP,REP
139992,011-001,011-001,REP,REP,REP,REP,REP
139993,011-001,011-001,REP,REP,REP,REP,REP
139995,011-001,011-001,REP,REP,REP,REP,REP
139996,011-001,011-001,REP,REP,REP,REP,REP
139998,011-001,011-001,REP,REP,REP,REP,REP
140000,011-001,011-001,REP,REP,REP,REP,REP
140002,011-001,011-001,REP,undervote,DEM,REP,DEM
140003,011-001,011-001,REP,REP,REP,REP,REP
140006,011-001,011-001,REP,REP,REP,REP,REP
140007,011-001,011-001,REP,REP,REP,REP,REP
140013,011-001,011-001,REP,REP,REP,REP,REP
140017,011-001,011-001,REP,REP,REP,REP,REP
140020,011-001,011-001,REP,REP,REP,REP,REP
140021,011-001,011-001,DEM,REP,DEM,DEM,DEM
140022,011-001,011-001,REP,REP,REP,REP,REP
140023,011-001,011-001,REP,REP,REP,REP,REP
140027,011-001,011-001,REP,undervote,undervote,REP,REP
140031,011-001,011-001,REP,REP,REP,REP,REP
140037,011-001,011-001,DEM,REP,REP,undervote,undervote
140038,011-001,011-001,DEM,REP,REP,REP,REP
140039,011-001,011-001,REP,DEM,DEM,DEM,DEM
140040,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140042,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140047,011-001,011-001,REP,REP,REP,REP,REP
140051,011-001,011-001,DEM,DEM,REP,DEM,DEM
140052,011-001,011-001,REP,REP,REP,REP,REP
140053,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140055,011-001,011-001,REP,undervote,REP,REP,REP
140056,011-001,011-001,REP,REP,REP,REP,REP
140057,011-001,011-001,REP,REP,REP,REP,DEM
140059,011-001,011-001,REP,REP,REP,REP,REP
140060,011-001,011-001,LIB,REP,REP,REP,REP
140063,011-001,011-001,REP,REP,REP,REP,REP
140066,011-001,011-001,undervote,undervote,undervote,undervote,undervote
140067,011-001,011-001,REP,undervote,undervote,undervote,undervote
140069,011-001,011-001,REP,undervote,undervote,REP,REP
140070,011-001,011-001,REP,REP,REP,REP,REP
140072,011-001,011-001,REP,REP,REP,REP,REP
140076,011-001,011-001,DEM,REP,DEM,DEM,DEM
140078,011-001,011-001,REP,REP,REP,REP,REP
140079,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140080,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140084,011-001,011-001,REP,REP,REP,REP,REP
140087,011-001,011-001,REP,REP,REP,REP,REP
140093,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140094,011-001,011-001,REP,REP,REP,REP,REP
140096,011-001,011-001,REP,REP,REP,REP,REP
140098,011-001,011-001,REP,REP,REP,REP,REP
140100,011-001,011-001,REP,REP,REP,REP,REP
140101,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140102,011-001,011-001,REP,REP,REP,REP,REP
140103,011-001,011-001,REP,REP,REP,REP,REP
140104,011-001,011-001,REP,REP,REP,REP,REP
140106,011-001,011-001,REP,REP,REP,REP,REP
140107,011-001,011-001,REP,REP,REP,REP,REP
140108,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140110,011-001,011-001,REP,REP,REP,REP,REP
140115,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140116,011-001,011-001,REP,REP,REP,REP,REP
140117,011-001,011-001,REP,REP,REP,REP,DEM
140118,011-001,011-001,REP,REP,REP,REP,REP
140120,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140124,011-001,011-001,REP,REP,REP,REP,REP
140125,011-001,011-001,REP,REP,REP,REP,REP
140126,011-001,011-001,REP,REP,REP,REP,REP
140127,011-001,011-001,REP,REP,REP,undervote,REP
140129,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140131,011-001,011-001,REP,REP,REP,REP,REP
140132,011-001,011-001,LIB,REP,REP,REP,REP
140134,011-001,011-001,REP,REP,REP,REP,REP
140136,011-001,011-001,REP,undervote,undervote,DEM,DEM
140139,011-001,011-001,REP,REP,REP,REP,REP
140142,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140145,011-001,011-001,REP,REP,REP,REP,REP
140146,011-001,011-001,REP,REP,REP,REP,REP
140147,011-001,011-001,REP,REP,REP,REP,REP
140148,011-001,011-001,REP,REP,REP,REP,REP
140149,011-001,011-001,REP,REP,REP,REP,REP
140153,011-001,011-001,REP,REP,DEM,DEM,DEM
140155,011-001,011-001,REP,REP,REP,REP,REP
140158,011-001,011-001,REP,REP,REP,REP,REP
140160,011-001,011-001,LIB,DEM,DEM,DEM,DEM
140163,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140165,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140168,011-001,011-001,REP,REP,REP,REP,REP
140169,011-001,011-001,REP,REP,REP,REP,REP
140172,011-001,011-001,REP,REP,REP,REP,REP
140173,011-001,011-001,REP,REP,REP,REP,REP
140175,011-001,011-001,REP,REP,REP,REP,REP
140178,011-001,011-001,REP,REP,REP,REP,REP
140179,011-001,011-001,REP,REP,REP,REP,REP
140182,011-001,011-001,REP,REP,REP,REP,REP
140183,011-001,011-001,REP,REP,REP,REP,REP
140184,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140185,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140190,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140192,011-001,011-001,REP,REP,REP,REP,REP
140198,011-001,011-001,REP,REP,REP,REP,DEM
140199,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140200,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140201,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140204,011-001,011-001,REP,REP,DEM,DEM,REP
140205,011-001,011-001,REP,REP,REP,REP,REP
140207,011-001,011-001,REP,REP,REP,REP,REP
140208,011-001,011-001,DEM,REP,REP,REP,DEM
140211,011-001,011-001,REP,REP,REP,REP,REP
140212,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140213,011-001,011-001,REP,REP,REP,REP,REP
140216,011-001,011-001,REP,REP,REP,REP,REP
140219,011-001,011-001,REP,REP,REP,REP,REP
140220,011-001,011-001,REP,undervote,undervote,REP,REP
140221,011-001,011-001,REP,REP,REP,REP,REP
140224,011-001,011-001,REP,REP,REP,REP,REP
140225,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140226,011-001,011-001,REP,REP,REP,REP,REP
140228,011-001,011-001,REP,REP,REP,REP,REP
140231,011-001,011-001,REP,REP,REP,REP,REP
140232,011-001,011-001,REP,REP,REP,REP,REP
140234,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140235,011-001,011-001,REP,REP,REP,REP,REP
140237,011-001,011-001,REP,REP,REP,REP,REP
140238,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140240,011-001,011-001,REP,REP,REP,REP,REP
140241,011-001,011-001,REP,REP,undervote,REP,REP
140243,011-001,011-001,REP,REP,REP,REP,REP
140247,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140249,011-001,011-001,REP,REP,REP,REP,REP
140250,011-001,011-001,REP,REP,REP,REP,REP
140252,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140254,011-001,011-001,REP,REP,REP,REP,REP
140257,011-001,011-001,DEM,REP,DEM,REP,REP
140260,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140262,011-001,011-001,REP,DEM,DEM,DEM,DEM
140264,011-001,011-001,REP,REP,REP,REP,REP
140270,011-001,011-001,REP,REP,REP,REP,REP
140272,011-001,011-001,REP,REP,REP,REP,REP
140273,011-001,011-001,REP,REP,REP,REP,REP
140277,011-001,011-001,REP,REP,REP,REP,REP
140278,011-001,011-001,REP,REP,REP,REP,REP
140280,011-001,011-001,DEM,REP,REP,REP,REP
140281,011-001,011-001,REP,REP,REP,REP,REP
140288,011-001,011-001,REP,REP,REP,REP,REP
140290,011-001,011-001,REP,REP,REP,REP,REP
140291,011-001,011-001,REP,REP,REP,REP,REP
140293,011-001,011-001,REP,REP,REP,REP,REP
140300,011-001,011-001,REP,REP,REP,REP,REP
140301,011-001,011-001,DEM,REP,REP,DEM,DEM
140303,011-001,011-001,REP,REP,REP,REP,REP
140304,011-001,011-001,LIB,REP,REP,REP,REP
140307,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140310,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140311,011-001,011-001,REP,REP,REP,REP,REP
140312,011-001,011-001,REP,REP,REP,REP,REP
140313,011-001,011-001,REP,REP,REP,REP,REP
140316,011-001,011-001,REP,REP,REP,REP,REP
140318,011-001,011-001,REP,REP,REP,REP,REP
140319,011-001,011-001,REP,REP,REP,REP,REP
140321,011-001,011-001,REP,REP,REP,REP,REP
140322,011-001,011-001,REP,REP,REP,REP,REP
140326,011-001,011-001,REP,REP,REP,REP,REP
140328,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140330,011-001,011-001,REP,REP,REP,REP,REP
140332,011-001,011-001,REP,REP,REP,REP,REP
140333,011-001,011-001,DEM,REP,REP,DEM,REP
140334,011-001,011-001,REP,REP,REP,REP,REP
140336,011-001,011-001,DEM,DEM,undervote,undervote,undervote
140337,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140339,011-001,011-001,REP,REP,REP,REP,REP
140341,011-001,011-001,REP,REP,REP,REP,REP
140343,011-001,011-001,REP,REP,REP,REP,REP
140345,011-001,011-001,REP,REP,REP,REP,REP
140346,011-001,011-001,REP,REP,REP,REP,REP
140347,011-001,011-001,REP,REP,REP,REP,REP
140349,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140354,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140356,011-001,011-001,REP,REP,REP,REP,REP
140358,011-001,011-001,REP,REP,REP,REP,REP
140360,011-001,011-001,DEM,DEM,DEM,DEM,DEM
140362,011-001,011-001,DEM,REP,DEM,DEM,DEM
140363,011-001,011-001,REP,REP,REP,REP,REP
140364,011-001,011-001,REP,REP,REP,REP,REP
