"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Write-In?","Early Votes","Early Votes Against","Election Night Votes","Election Night Votes Against","Mail-In Ballot 1 Votes","Mail-In Ballot 1 Votes Against","Provisional Votes","Provisional Votes Against","Mail-In Ballot 2 Votes","Mail-In Ballot 2 Votes Against" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","236","","379","","60","","37","","12","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","1","","3","","1","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","3","","7","","1","","0","","2","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","5","","8","","0","","1","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","President - Vice Pres","","Other Write-Ins","","","Y","1","","3","","2","","0","","1","" 
"04","Baltimore County","012-001","07","06","U.S. Senator","","Angela Alsobrooks","DEM","Y","","76","","170","","47","","16","","41","" 
"04","Baltimore County","012-001","07","06","U.S. Senator","","Larry Hogan","REP","","","250","","402","","74","","39","","18","" 
"04","Baltimore County","012-001","07","06","U.S. Senator","","Mike Scott","LIB","","","11","","23","","7","","3","","1","" 
"04","Baltimore County","012-001","07","06","U.S. Senator","","Patrick J. Burke","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","U.S. Senator","","Other Write-Ins","","","Y","3","","0","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","U.S. Congress","07","Kweisi Mfume","DEM","Y","","96","","207","","58","","26","","46","" 
"04","Baltimore County","012-001","07","06","U.S. Congress","07","Scott M. Collier","REP","","","216","","343","","65","","25","","12","" 
"04","Baltimore County","012-001","07","06","U.S. Congress","07","Ronald M. Owens-Bey","LIB","","","6","","23","","2","","5","","0","" 
"04","Baltimore County","012-001","07","06","U.S. Congress","07","Other Write-Ins","","","Y","0","","2","","0","","0","","0","" 
"04","Baltimore County","012-001","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Michael S. Barranco","JUD","Y","","161","","284","","74","","16","","25","" 
"04","Baltimore County","012-001","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Patricia DeMaio","JUD","Y","","157","","290","","76","","24","","31","" 
"04","Baltimore County","012-001","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Marc A. DeSimone, Jr.","JUD","Y","","136","","226","","68","","12","","25","" 
"04","Baltimore County","012-001","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","James Rhodes","JUD","Y","","135","","223","","63","","20","","23","" 
"04","Baltimore County","012-001","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Other Write-Ins","","","Y","7","","12","","2","","0","","5","" 
"04","Baltimore County","012-001","07","06","MD Supreme Court","02","Angela M. Eaves","JUD","Y","","192","80","334","156","86","25","39","14","34","14" 
"04","Baltimore County","012-001","07","06","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","174","95","336","141","86","26","38","14","39","7" 
"04","Baltimore County","012-001","07","06","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","180","83","327","150","81","28","37","15","40","7" 
"04","Baltimore County","012-001","07","06","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","164","92","327","141","85","21","35","13","41","7" 
"04","Baltimore County","012-001","07","06","Appeals Judge MD","02","Douglas R. M. Nazarian","JUD","Y","","173","83","306","156","77","31","33","15","35","13" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","97","","299","","90","","24","","39","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","218","","431","","40","","35","","23","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","0","","2","","1","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","1","","12","","1","","1","","3","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","4","","10","","5","","1","","1","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","President - Vice Pres","","Other Write-Ins","","","Y","1","","1","","0","","1","","0","" 
"04","Baltimore County","012-002","07","06","U.S. Senator","","Angela Alsobrooks","DEM","Y","","77","","253","","74","","18","","30","" 
"04","Baltimore County","012-002","07","06","U.S. Senator","","Larry Hogan","REP","","","229","","445","","60","","37","","28","" 
"04","Baltimore County","012-002","07","06","U.S. Senator","","Mike Scott","LIB","","","13","","44","","5","","8","","2","" 
"04","Baltimore County","012-002","07","06","U.S. Senator","","Patrick J. Burke","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","U.S. Senator","","Other Write-Ins","","","Y","0","","1","","0","","0","","0","" 
"04","Baltimore County","012-002","07","06","U.S. Congress","07","Kweisi Mfume","DEM","Y","","97","","287","","90","","24","","38","" 
"04","Baltimore County","012-002","07","06","U.S. Congress","07","Scott M. Collier","REP","","","205","","403","","39","","32","","18","" 
"04","Baltimore County","012-002","07","06","U.S. Congress","07","Ronald M. Owens-Bey","LIB","","","8","","33","","4","","5","","1","" 
"04","Baltimore County","012-002","07","06","U.S. Congress","07","Other Write-Ins","","","Y","0","","2","","1","","0","","0","" 
"04","Baltimore County","012-002","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Michael S. Barranco","JUD","Y","","161","","350","","92","","32","","25","" 
"04","Baltimore County","012-002","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Patricia DeMaio","JUD","Y","","163","","413","","97","","40","","30","" 
"04","Baltimore County","012-002","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Marc A. DeSimone, Jr.","JUD","Y","","145","","307","","85","","26","","26","" 
"04","Baltimore County","012-002","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","James Rhodes","JUD","Y","","140","","321","","85","","30","","29","" 
"04","Baltimore County","012-002","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Other Write-Ins","","","Y","8","","22","","0","","0","","1","" 
"04","Baltimore County","012-002","07","06","MD Supreme Court","02","Angela M. Eaves","JUD","Y","","190","72","460","180","100","15","42","16","30","12" 
"04","Baltimore County","012-002","07","06","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","189","66","452","177","100","18","39","18","32","12" 
"04","Baltimore County","012-002","07","06","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","192","61","435","193","95","19","40","16","32","11" 
"04","Baltimore County","012-002","07","06","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","186","62","443","180","97","13","38","18","30","13" 
"04","Baltimore County","012-002","07","06","Appeals Judge MD","02","Douglas R. M. Nazarian","JUD","Y","","172","74","409","208","86","21","39","16","28","13" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","158","","301","","129","","37","","28","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","376","","606","","77","","47","","13","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","1","","3","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","3","","10","","0","","1","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","4","","10","","4","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","1","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","President - Vice Pres","","Other Write-Ins","","","Y","1","","9","","2","","0","","0","" 
"04","Baltimore County","012-003","07","06","U.S. Senator","","Angela Alsobrooks","DEM","Y","","133","","241","","110","","36","","21","" 
"04","Baltimore County","012-003","07","06","U.S. Senator","","Larry Hogan","REP","","","367","","632","","93","","46","","18","" 
"04","Baltimore County","012-003","07","06","U.S. Senator","","Mike Scott","LIB","","","30","","54","","5","","1","","1","" 
"04","Baltimore County","012-003","07","06","U.S. Senator","","Patrick J. Burke","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","U.S. Senator","","Irwin William Gibbs","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","U.S. Senator","","Christy Renee Helmondollar","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","U.S. Senator","","Robin Rowe","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","U.S. Senator","","Other Write-Ins","","","Y","5","","1","","1","","0","","0","" 
"04","Baltimore County","012-003","07","06","U.S. Congress","07","Kweisi Mfume","DEM","Y","","159","","309","","127","","36","","26","" 
"04","Baltimore County","012-003","07","06","U.S. Congress","07","Scott M. Collier","REP","","","356","","542","","72","","42","","13","" 
"04","Baltimore County","012-003","07","06","U.S. Congress","07","Ronald M. Owens-Bey","LIB","","","11","","37","","4","","2","","0","" 
"04","Baltimore County","012-003","07","06","U.S. Congress","07","Other Write-Ins","","","Y","0","","4","","0","","0","","0","" 
"04","Baltimore County","012-003","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Michael S. Barranco","JUD","Y","","272","","451","","119","","31","","18","" 
"04","Baltimore County","012-003","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Patricia DeMaio","JUD","Y","","287","","489","","129","","39","","19","" 
"04","Baltimore County","012-003","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Marc A. DeSimone, Jr.","JUD","Y","","245","","382","","109","","28","","15","" 
"04","Baltimore County","012-003","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","James Rhodes","JUD","Y","","252","","424","","107","","33","","18","" 
"04","Baltimore County","012-003","07","06","Judge Circuit Court","Baltimore County Circuit Court 03","Other Write-Ins","","","Y","5","","24","","2","","0","","1","" 
"04","Baltimore County","012-003","07","06","MD Supreme Court","02","Angela M. Eaves","JUD","Y","","302","150","564","238","150","25","43","21","29","3" 
"04","Baltimore County","012-003","07","06","Appeals Judge MD at Lrg","","Anne K. Albright","JUD","Y","","308","139","549","237","150","28","41","21","29","2" 
"04","Baltimore County","012-003","07","06","Appeals Judge MD at Lrg","","Kevin F. Arthur","JUD","Y","","304","142","546","242","143","32","46","16","29","2" 
"04","Baltimore County","012-003","07","06","Appeals Judge MD at Lrg","","Andrea M. Leahy","JUD","Y","","295","146","539","233","142","26","47","15","27","2" 
"04","Baltimore County","012-003","07","06","Appeals Judge MD","02","Douglas R. M. Nazarian","JUD","Y","","292","144","503","270","133","31","44","18","26","4" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Kamala D. Harris and Tim Walz","DEM","Y","","146","","301","","110","","28","","56","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Donald J. Trump and JD Vance","REP","","","503","","855","","101","","65","","41","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Chase Oliver and Mike ter Maat","LIB","","","1","","8","","1","","0","","1","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Jill Ellen Stein and Rudolph Ware","GRN","","","2","","10","","1","","2","","1","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Robert F. Kennedy, Jr. and Nicole Shanahan","UNA","","","8","","18","","0","","1","","2","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Sharon E Harris","DEM","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Ralph Jaffe","DEM","","Y","0","","1","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Paij Boring and Jaimey Rutschman","REP","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Sethatina Newman","REP","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Carol Asher","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Jokie Beckett, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Claudia De la Cruz and Karina Garcia","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","John R. Gibb, Jr.","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Joseph Kishore","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","William P. Stodden","OTC","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Shiva Ayyadurai and Crystal Ellis","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","President R. Boddie","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Theo Brown, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Susan Maude Buchser","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","John Cheng and Wayne Waligorski","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Cherunda Fox","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Garry Hubbard and Elizabeth Seymour","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Shondra Irving","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Douglas Jenkins","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Brian Larry Kienitz","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Richard Mayers","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Andrè Ramon McNeil, Sr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Future Madam Potus and Jessica Kennedy","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Benjamin L. Schwalb","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Peter Sonski","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Lester H. Waller, Jr.","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Cornel West and Melina Abdullah","UNA","","Y","1","","1","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Michael Yost","UNA","","Y","0","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","President - Vice Pres","","Other Write-Ins","","","Y","1","","1","","1","","1","","0","" 
"04","Baltimore County","012-004","07","06","U.S. Senator","","Angela Alsobrooks","DEM","Y","","120","","244","","79","","19","","40","" 
"04","Baltimore County","012-004","07","06","U.S. Senator","","Larry Hogan","REP","","","504","","866","","129","","74","","52","" 
"04","Baltimore County","012-004","07","06","U.S. Senator","","Mike Scott","LIB","","","20","","65","","4","","4","","6","" 
"04","Baltimore County","012-004","07","06","U.S. Senator","","Patrick J. Burke","OTC","","Y","2","","0","","0","","0","","0","" 
"04","Baltimore County","012-004","07","06","U.S. Senator","","Billy Bridges","UNA","","Y","0","","0","","0","","0","","0","" 
